web-scraper-order,web-scraper-start-url,page,page-href,item,item-href,name,price,buylink,buylink-href,image-src,info-label,info
"1616031087-191173","https://pcpartpicker.com/products/memory/","78","https://pcpartpicker.com/products/memory/#page=78","Silicon Power XPOWER Turbine 16 GB         (0)","https://pcpartpicker.com/product/Q2RYcf/silicon-power-xpower-turbine-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-sp032gxlzu360bda","Silicon Power XPOWER Turbine 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory","","","","","Form Factor",""
"1616031576-194712","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Mushkin Essentials 8 GB         (0)","https://pcpartpicker.com/product/vbKhP6/mushkin-memory-mes3u1609m8g","Mushkin Essentials 8 GB (1 x 8 GB) DDR3-1600 CL9 Memory","","","","/static/forever/img/no-image.png","","11.25 ns"
"1616031566-194651","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Mushkin Essentials 8 GB         (0)","https://pcpartpicker.com/product/HRvZxr/mushkin-memory-mes3u1609t8g","Mushkin Essentials 8 GB (1 x 8 GB) DDR3-1600 CL9 Memory","","","","https://images-na.ssl-images-amazon.com/images/I/41DXEt4f9HL.jpg","","Black / Green"
"1616031615-195054","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Kingston KVR21R15S4/8I 8 GB         (0)","https://pcpartpicker.com/product/kDqbt6/kingston-memory-kvr21r15s48i","Kingston 8 GB (1 x 8 GB) Registered DDR4-2133 CL15 Memory","","","","https://images-na.ssl-images-amazon.com/images/I/41XB4vjMYoL.jpg","","1.2 V"
"1616031789-196554","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja Series 8 GB         (0)","https://pcpartpicker.com/product/FsX2FT/panram-memory-pud3l1600c98gnjr","Panram Ninja Series 8 GB (1 x 8 GB) DDR3-1600 CL9 Memory","","","","/static/forever/img/no-image.png","","Non-ECC / Unbuffered"
"1616030874-188521","https://pcpartpicker.com/products/memory/","","","G.Skill Trident Z RGB 32 GB         (48)","https://pcpartpicker.com/product/KJ2rxr/gskill-tridentz-rgb-32gb-4-x-8gb-ddr4-3200-memory-f4-3200c16q-32gtzr","G.Skill Trident Z RGB 32 GB (4 x 8 GB) DDR4-3200 CL16 Memory","","","","https://images-eu.ssl-images-amazon.com/images/I/51Bd23omfLL.jpg","Heat Spreader",""
"1616031740-196129","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","GeIL Dragon RAM Combo 16 GB         (0)","https://pcpartpicker.com/product/WmkwrH/geil-memory-gww416gb3466c16qk","GeIL Dragon RAM Combo 16 GB (4 x 4 GB) DDR4-3466 CL16 Memory","","","","/static/forever/img/no-image.png","","4 x 4GB"
"1616031077-191102","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance RGB Pro 16 GB         (265)","https://pcpartpicker.com/product/QDhKHx/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3200-memory-cmw16gx4m2c3200c16","Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory","","","","","","Black"
"1616031198-192175","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Team T-FORCE VULCAN Z 4 GB         (0)","https://pcpartpicker.com/product/P4RzK8/team-t-force-vulcan-z-4-gb-1-x-4-gb-ddr4-3000-memory-tlzrd44g3000hc16c01","Team T-FORCE VULCAN Z 4 GB (1 x 4 GB) DDR4-3000 CL16 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/992b6ac2e9ad2de6a8df657af57af6c2.256p.jpg","Color",""
"1616031446-193787","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Avexir Core Series 8 GB         (0)","https://pcpartpicker.com/product/9sL7YJ/avexir-memory-avd4uz124001604g2coy","Avexir Core Series 8 GB (2 x 4 GB) DDR4-2400 CL16 Memory","","","","https://images-na.ssl-images-amazon.com/images/I/519J9ZIGB6L.jpg","","Non-ECC / Unbuffered"
"1616031398-193328","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Team T-Force XTREEM 16 GB         (0)","https://pcpartpicker.com/product/nFVBD3/team-t-force-xtreem-16gb-2-x-8gb-ddr4-3466-memory-txgd416g3466hc17adc01","Team T-Force XTREEM 16 GB (2 x 8 GB) DDR4-3466 CL17 Memory","","","","/static/forever/img/no-image.png","","17"
"1616031313-192583","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","ADATA XPG GAMMIX D10 4 GB         (0)","https://pcpartpicker.com/product/qMXnTW/adata-xpg-gammix-d10-4gb-1-x-4gb-ddr4-3000-memory-ax4u3000w4g16-sbg","ADATA XPG GAMMIX D10 4 GB (1 x 4 GB) DDR4-3000 CL16 Memory","","","","https://m.media-amazon.com/images/I/41S-44lKnIL.jpg","","16"
"1616031634-195201","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","GeIL SUPER LUCE 16 GB         (0)","https://pcpartpicker.com/product/p3yxFT/geil-memory-glr416gb2800c16dc","GeIL SUPER LUCE 16 GB (2 x 8 GB) DDR4-2800 CL16 Memory","","","","/static/forever/img/no-image.png","Color",""
"1616031787-196524","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja-V 16 GB         (0)","https://pcpartpicker.com/product/Xy4NnQ/panram-memory-pud42133c134g4njk","Panram Ninja-V 16 GB (4 x 4 GB) DDR4-2133 CL13 Memory","","","","/static/forever/img/no-image.png","ECC / Registered",""
"1616031398-193322","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Team T-Force XTREEM 16 GB         (0)","https://pcpartpicker.com/product/nFVBD3/team-t-force-xtreem-16gb-2-x-8gb-ddr4-3466-memory-txgd416g3466hc17adc01","Team T-Force XTREEM 16 GB (2 x 8 GB) DDR4-3466 CL17 Memory","","","","/static/forever/img/no-image.png","","Team"
"1616031456-193869","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Kingston KVR16E11K3/24I 24 GB         (0)","https://pcpartpicker.com/product/TLs8TW/kingston-memory-kvr16e11k324i","Kingston 24 GB (3 x 8 GB) DDR3-1600 CL11 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/a8ec244bfca97dacfed95619476220d3.256p.jpg","","11"
"1616031180-191997","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Team T-FORCE DARK Z 16 GB         (0)","https://pcpartpicker.com/product/VH2bt6/team-t-force-dark-z-16-gb-1-x-16-gb-ddr4-2666-memory-tdzrd416g2666hc15b01","Team T-FORCE DARK Z 16 GB (1 x 16 GB) DDR4-2666 CL15 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/b91b2bacda6ff00dfd9010ed10e4ec82.256p.jpg","Color",""
"1616030969-189718","https://pcpartpicker.com/products/memory/","","","Crucial Ballistix 16 GB         (6)","https://pcpartpicker.com/product/rWmFf7/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3200-memory-bl2k8g32c16u4w","Crucial Ballistix 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory","","","","","Part #",""
"1616030888-188718","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance LPX 16 GB         (48)","https://pcpartpicker.com/product/jjZ2FT/corsair-vengeance-lpx-16gb-2-x-8gb-ddr4-3200-memory-cmk16gx4m2b3200c16w","Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory","","","","","","Yes"
"1616031756-196272","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","AMD R5 Entertainment 8 GB         (0)","https://pcpartpicker.com/product/JkX2FT/amd-memory-r538g1601u2s","AMD R5 Entertainment 8 GB (1 x 8 GB) DDR3-1600 CL11 Memory","","","","https://images-na.ssl-images-amazon.com/images/I/41PPa60Ld0L.jpg","","11"
"1616030883-188654","https://pcpartpicker.com/products/memory/","","","Crucial Ballistix 16 GB         (2)","https://pcpartpicker.com/product/Wy848d/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3000-cl15-memory-bl2k8g30c15u4b","Crucial Ballistix 16 GB (2 x 8 GB) DDR4-3000 CL15 Memory","","","","","","15-16-16-35"
"1616031799-196619","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja Series 8 GB         (0)","https://pcpartpicker.com/product/Q68H99/panram-memory-pud3l1600c118gnjr","Panram Ninja Series 8 GB (1 x 8 GB) DDR3-1600 CL11 Memory","","","","/static/forever/img/no-image.png","Modules",""
"1616031054-190787","https://pcpartpicker.com/products/memory/","","","Team T-FORCE VULCAN Z 16 GB         (52)","https://pcpartpicker.com/product/z3VD4D/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3200-memory-tlzgd416g3200hc16cdc01","Team T-FORCE VULCAN Z 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/96753a64597c28e46bf80ef7064b214b.256p.jpg","Voltage",""
"1616031346-192828","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Apacer Commando 16 GB         (0)","https://pcpartpicker.com/product/mL648d/apacer-commando-16gb-4-x-4gb-ddr4-2400-memory-ek16gatkeak4","Apacer Commando 16 GB (4 x 4 GB) DDR4-2400 CL16 Memory","","","","/static/forever/img/no-image.png","","Yes"
"1616031782-196477","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja-V 32 GB         (0)","https://pcpartpicker.com/product/9cTrxr/panram-memory-pud42133c138g4njk","Panram Ninja-V 32 GB (4 x 8 GB) DDR4-2133 CL13 Memory","","","","/static/forever/img/no-image.png","Part #",""
"1616031080-191119","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance LPX 16 GB         (315)","https://pcpartpicker.com/product/p6RFf7/corsair-memory-cmk16gx4m2b3200c16","Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory","","Buy","https://pcpartpicker.com/mr/newegg/p6RFf7","","",""
"1616031639-195250","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","G.Skill Ripjaws Series 8 GB         (0)","https://pcpartpicker.com/product/9JM323/gskill-memory-f42800c18s8grs","G.Skill Ripjaws Series 8 GB (1 x 8 GB) DDR4-2800 CL18 Memory","","","","","","1 x 8GB"
"1616031210-192295","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Crucial CT16G4RFS4293 16 GB         (0)","https://pcpartpicker.com/product/CDGxFT/crucial-16-gb-1-x-16-gb-registered-ddr4-2933-memory-ct16g4rfs4293","Crucial 16 GB (1 x 16 GB) Registered DDR4-2933 CL21 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/e39e153783b1cab35004afb8c3786dcf.256p.jpg","","Green / Black"
"1616031594-194857","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Avexir Raiden 8 GB         (0)","https://pcpartpicker.com/product/GhkwrH/avexir-memory-avd4uz128001504g2rd","Avexir Raiden 8 GB (2 x 4 GB) DDR4-2800 CL15 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/7e784f6cb553c029e4e7e1c46369291c.256p.jpg","Manufacturer",""
"1616031474-194028","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","GeIL SUPER LUCE 8 GB         (2)","https://pcpartpicker.com/product/D9rcCJ/geil-memory-glw48gb3000c15adc","GeIL SUPER LUCE 8 GB (2 x 4 GB) DDR4-3000 CL15 Memory","","","","/static/forever/img/no-image.png","","10 ns"
"1616031419-193515","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","G.Skill FORTIS 32 GB         (0)","https://pcpartpicker.com/product/78cMnQ/gskill-fortis-32gb-2-x-16gb-ddr4-2400-memory-f4-2400c16d-32gft","G.Skill FORTIS 32 GB (2 x 16 GB) DDR4-2400 CL16 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/be9024f49a4185bbf262cb17b597514e.256p.jpg","CAS Latency",""
"1616030878-188561","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance LPX 32 GB         (0)","https://pcpartpicker.com/product/W6ndnQ/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3200-memory-cmk32gx4m2e3200c16","Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory","$158.99","","","","",""
"1616030973-189783","https://pcpartpicker.com/products/memory/","","","OLOy MD4U083016BGDA 16 GB         (12)","https://pcpartpicker.com/product/smGnTW/oloy-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-md4u083016bgda","OLOy 16 GB (2 x 8 GB) DDR4-3000 CL16 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/ae076b653790230e95e014df9aadbdff.256p.jpg","","OLOy"
"1616031458-193875","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Avexir Core Series 16 GB         (0)","https://pcpartpicker.com/product/qtnG3C/avexir-memory-avd3u16001108g2cig","Avexir Core Series 16 GB (2 x 8 GB) DDR3-1600 CL11 Memory","","","","","Form Factor",""
"1616031323-192647","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","ADATA XPG GAMMIX D10 64 GB         (0)","https://pcpartpicker.com/product/LgZFf7/adata-xpg-gammix-d10-64gb-4-x-16gb-ddr4-2666-memory-ax4u2666316g16-qbg","ADATA XPG GAMMIX D10 64 GB (4 x 16 GB) DDR4-2666 CL16 Memory","","","","","Manufacturer",""
"1616031161-191828","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","GeIL EVO POTENZA 16 GB         (0)","https://pcpartpicker.com/product/r3WBD3/geil-evo-potenza-16-gb-2-x-8-gb-ddr4-3600-memory-gpr416gb3600c18adc","GeIL EVO POTENZA 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory","","","","/static/forever/img/no-image.png","Timing",""
"1616031412-193450","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","G.Skill Flare X 32 GB         (0)","https://pcpartpicker.com/product/j6fmP6/gskill-flare-x-32gb-2-x-16gb-ddr4-2133-memory-f4-2133c15d-32gfxr","G.Skill Flare X 32 GB (2 x 16 GB) DDR4-2133 CL15 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/453a147a45e339e301562665e7edec71.256p.jpg","Voltage",""
"1616031134-191582","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Apacer AU 8 GB         (0)","https://pcpartpicker.com/product/bGGbt6/apacer-au-8-gb-1-x-8-gb-ddr4-2133-cl15-memory-au08ggb13cdtbgh","Apacer AU 8 GB (1 x 8 GB) DDR4-2133 CL15 Memory","","","","/static/forever/img/no-image.png","Heat Spreader",""
"1616031684-195650","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja-V 8 GB         (0)","https://pcpartpicker.com/product/mwzZxr/panram-memory-pud43866c184g2njr","Panram Ninja-V 8 GB (2 x 4 GB) DDR4-3866 CL18 Memory","","","","/static/forever/img/no-image.png","","2 x 4GB"
"1616031139-191628","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Apacer AU 16 GB         (0)","https://pcpartpicker.com/product/6P3gXL/apacer-au-16-gb-1-x-16-gb-ddr4-2133-cl15-memory-au16ggb13cdybgh","Apacer AU 16 GB (1 x 16 GB) DDR4-2133 CL15 Memory","","","","/static/forever/img/no-image.png","","14.065 ns"
"1616030854-188292","https://pcpartpicker.com/products/memory/","","","G.Skill Aegis 4 GB         (1)","https://pcpartpicker.com/product/jRvZxr/gskill-memory-f42133c15s4gis","G.Skill Aegis 4 GB (1 x 4 GB) DDR4-2133 CL15 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/bd9a710ee2e0da6fafc1d50db68bf00f.256p.jpg","First Word Latency",""
"1616031648-195323","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","G.Skill Ripjaws Series 8 GB         (0)","https://pcpartpicker.com/product/Pbhj4D/gskill-memory-f42666c18d8grs","G.Skill Ripjaws Series 8 GB (2 x 4 GB) DDR4-2666 CL18 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/13070c4bd675045ee754266175a48a92.256p.jpg","CAS Latency",""
"1616031394-193279","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Team T-Force XTREEM 8 GB         (0)","https://pcpartpicker.com/product/NTL7YJ/team-t-force-xtreem-8gb-2-x-4gb-ddr4-3466-memory-txgd48g3466hc17adc01","Team T-Force XTREEM 8 GB (2 x 4 GB) DDR4-3466 CL17 Memory","","","","/static/forever/img/no-image.png","","TXGD48G3466HC17ADC01"
"1616030952-189527","https://pcpartpicker.com/products/memory/","","","Crucial Ballistix RGB 16 GB         (8)","https://pcpartpicker.com/product/WPvqqs/crucial-ballistix-rgb-16-gb-2-x-8-gb-ddr4-3600-memory-bl2k8g36c16u4wl","Crucial Ballistix RGB 16 GB (2 x 8 GB) DDR4-3600 CL16 Memory","","","","","Voltage",""
"1616031645-195307","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","G.Skill Ripjaws Series 32 GB         (0)","https://pcpartpicker.com/product/RJM323/gskill-memory-f42800c18d32grs","G.Skill Ripjaws Series 32 GB (2 x 16 GB) DDR4-2800 CL18 Memory","","","","","","G.Skill"
"1616030883-188628","https://pcpartpicker.com/products/memory/","","","Crucial Ballistix 16 GB         (2)","https://pcpartpicker.com/product/Wy848d/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3000-cl15-memory-bl2k8g30c15u4b","Crucial Ballistix 16 GB (2 x 8 GB) DDR4-3000 CL15 Memory","","Buy","https://pcpartpicker.com/mr/adorama/Wy848d","","",""
"1616031313-192585","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","ADATA XPG GAMMIX D10 4 GB         (0)","https://pcpartpicker.com/product/qMXnTW/adata-xpg-gammix-d10-4gb-1-x-4gb-ddr4-3000-memory-ax4u3000w4g16-sbg","ADATA XPG GAMMIX D10 4 GB (1 x 4 GB) DDR4-3000 CL16 Memory","","","","https://m.media-amazon.com/images/I/41S-44lKnIL.jpg","","Non-ECC / Unbuffered"
"1616031348-192829","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Apacer Commando 16 GB         (0)","https://pcpartpicker.com/product/7wTrxr/apacer-commando-16gb-2-x-8gb-ddr4-2400-memory-ek16gatkeak2","Apacer Commando 16 GB (2 x 8 GB) DDR4-2400 CL16 Memory","","","","/static/forever/img/no-image.png","Manufacturer",""
"1616031077-191076","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance RGB Pro 16 GB         (265)","https://pcpartpicker.com/product/QDhKHx/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3200-memory-cmw16gx4m2c3200c16","Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory","$119.99","","","","",""
"1616031456-193858","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Kingston KVR16E11K3/24I 24 GB         (0)","https://pcpartpicker.com/product/TLs8TW/kingston-memory-kvr16e11k324i","Kingston 24 GB (3 x 8 GB) DDR3-1600 CL11 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/a8ec244bfca97dacfed95619476220d3.256p.jpg","First Word Latency",""
"1616031482-194110","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","GeIL SUPER LUCE 16 GB         (2)","https://pcpartpicker.com/product/NtnG3C/geil-memory-glb416gb3000c15adc","GeIL SUPER LUCE 16 GB (2 x 8 GB) DDR4-3000 CL15 Memory","","","","https://images-na.ssl-images-amazon.com/images/I/41nezdK5PkL.jpg","","1.35 V"
"1616030950-189482","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance RGB Pro 32 GB         (7)","https://pcpartpicker.com/product/PfrYcf/corsair-vengeance-rgb-pro-32-gb-4-x-8-gb-ddr4-3600-memory-cmw32gx4m4d3600c18","Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-3600 CL18 Memory","$281.80+","","","","",""
"1616030934-189296","https://pcpartpicker.com/products/memory/","","","Patriot Viper 4 Blackout 8 GB         (7)","https://pcpartpicker.com/product/mhtKHx/patriot-viper-4-blackout-8-gb-2-x-4-gb-ddr4-3000-memory-pvb48g300c6k","Patriot Viper 4 Blackout 8 GB (2 x 4 GB) DDR4-3000 CL16 Memory","","","","","","Yes"
"1616031175-191959","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Team T-FORCE DARK Z 32 GB         (0)","https://pcpartpicker.com/product/k7848d/team-t-force-dark-z-32-gb-2-x-16-gb-ddr4-2666-memory-tdzrd432g2666hc15bdc01","Team T-FORCE DARK Z 32 GB (2 x 16 GB) DDR4-2666 CL15 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/b042bc68ffb017277251021ea9255efd.256p.jpg","Heat Spreader",""
"1616031192-192118","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","G.Skill Trident Z Royal 32 GB         (0)","https://pcpartpicker.com/product/c722FT/gskill-trident-z-royal-32-gb-4-x-8-gb-ddr4-3600-memory-f4-3600c17q-32gtrg","G.Skill Trident Z Royal 32 GB (4 x 8 GB) DDR4-3600 CL17 Memory","","","","","","F4-3600C17Q-32GTRG"
"1616031687-195673","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja-V 16 GB         (0)","https://pcpartpicker.com/product/kp2rxr/panram-memory-pud43600c188g2njr","Panram Ninja-V 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory","","","","/static/forever/img/no-image.png","","18"
"1616031645-195312","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","G.Skill Ripjaws Series 32 GB         (0)","https://pcpartpicker.com/product/RJM323/gskill-memory-f42800c18d32grs","G.Skill Ripjaws Series 32 GB (2 x 16 GB) DDR4-2800 CL18 Memory","","","","","","12.857 ns"
"1616031052-190772","https://pcpartpicker.com/products/memory/","","","Crucial CT64G4LFQ424A 64 GB         (0)","https://pcpartpicker.com/product/HVwqqs/crucial-64gb-1-x-64gb-registered-ddr4-2400-memory-ct64g4lfq424a","Crucial 64 GB (1 x 64 GB) Registered DDR4-2400 CL17 Memory","","","","https://images-na.ssl-images-amazon.com/images/I/41ZKm2uUKcL.jpg","","1.2 V"
"1616031214-192336","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Crucial Ballistix Elite 16 GB         (0)","https://pcpartpicker.com/product/nCNv6h/crucial-ballistix-elite-16-gb-1-x-16-gb-ddr4-3000-memory-ble16g4d30aeea","Crucial Ballistix Elite 16 GB (1 x 16 GB) DDR4-3000 CL15 Memory","","","","","","1 x 16GB"
"1616031496-194224","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Mushkin Silverline 32 GB         (0)","https://pcpartpicker.com/product/2cbkcf/mushkin-memory-msl4u213ff8g18x4","Mushkin Silverline 32 GB (4 x 8 GB) DDR4-2133 CL15 Memory","","","","/static/forever/img/no-image.png","","MSL4U213FF8G18X4"
"1616030973-189774","https://pcpartpicker.com/products/memory/","","","OLOy MD4U083016BGDA 16 GB         (12)","https://pcpartpicker.com/product/smGnTW/oloy-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-md4u083016bgda","OLOy 16 GB (2 x 8 GB) DDR4-3000 CL16 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/ae076b653790230e95e014df9aadbdff.256p.jpg","Modules",""
"1616031789-196536","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja Series 8 GB         (0)","https://pcpartpicker.com/product/FsX2FT/panram-memory-pud3l1600c98gnjr","Panram Ninja Series 8 GB (1 x 8 GB) DDR3-1600 CL9 Memory","","","","/static/forever/img/no-image.png","Manufacturer",""
"1616031527-194481","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Crucial Ballistix Tactical 8 GB         (0)","https://pcpartpicker.com/product/yBjWGX/crucial-memory-blt2k4g3d21bct1j","Crucial Ballistix Tactical 8 GB (2 x 4 GB) DDR3-2133 CL11 Memory","","","","https://images-na.ssl-images-amazon.com/images/I/51RfpItGmwL.jpg","Color",""
"1616030909-188982","https://pcpartpicker.com/products/memory/","","","Crucial Ballistix 16 GB         (0)","https://pcpartpicker.com/product/jbyqqs/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3000-memory-bl2k8g30c15u4r","Crucial Ballistix 16 GB (2 x 8 GB) DDR4-3000 CL15 Memory","","","","","","Yes"
"1616031749-196202","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Avexir Raiden 16 GB         (0)","https://pcpartpicker.com/product/HGqbt6/avexir-memory-avd4u30001508g2rd","Avexir Raiden 16 GB (2 x 8 GB) DDR4-3000 CL15 Memory","","","","/static/forever/img/no-image.png","CAS Latency",""
"1616031040-190626","https://pcpartpicker.com/products/memory/","","","Kingston HyperX Fury 16 GB         (24)","https://pcpartpicker.com/product/QBrYcf/kingston-hyperx-fury-16-gb-2-x-8-gb-ddr4-3200-memory-hx432c16fb3k216","Kingston HyperX Fury 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory","","","","","","$5.937"
"1616031588-194801","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","G.Skill Trident Z 16 GB         (0)","https://pcpartpicker.com/product/yH2rxr/gskill-memory-f43733c17d16gtza","G.Skill Trident Z 16 GB (2 x 8 GB) DDR4-3733 CL17 Memory","","","","","Color",""
"1616031119-191441","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Apacer AS 4 GB         (0)","https://pcpartpicker.com/product/Jq4Ycf/apacer-as-4-gb-1-x-4-gb-ddr4-2666-cl19-memory-as04ggb26cqwbgh","Apacer AS 4 GB (1 x 4 GB) DDR4-2666 CL19 Memory","","","","/static/forever/img/no-image.png","ECC / Registered",""
"1616031177-191980","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Team T-FORCE DARK Z 16 GB         (0)","https://pcpartpicker.com/product/xNcRsY/team-t-force-dark-z-16-gb-1-x-16-gb-ddr4-3200-memory-tdzrd416g3200hc16c01","Team T-FORCE DARK Z 16 GB (1 x 16 GB) DDR4-3200 CL16 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/b91b2bacda6ff00dfd9010ed10e4ec82.256p.jpg","ECC / Registered",""
"1616031022-190396","https://pcpartpicker.com/products/memory/","","","G.Skill Trident Z RGB 128 GB         (2)","https://pcpartpicker.com/product/cgGnTW/gskill-trident-z-rgb-128-gb-4-x-32-gb-ddr4-4000-cl18-memory-f4-4000c18q-128gtzr","G.Skill Trident Z RGB 128 GB (4 x 32 GB) DDR4-4000 CL18 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/ee2f17c440aba9ff83d0daa259958e25.256p.jpg","Color",""
